station_id,city,charger_type,total_ports,date,sessions,total_kwh_delivered,avg_session_time_mins,revenue_generated,downtime_mins
STN004,Pune,Fast,7,2025-06-21,73,1040.18,36.6,44114.49,11
STN004,Pune,Fast,7,2025-06-22,67,1008.68,40.1,42050.55,39
STN004,Pune,Fast,7,2025-06-23,79,1107.61,40.8,44017.62,59
STN004,Pune,Fast,7,2025-06-24,72,1119.99,37.0,39658.94,22
STN004,Pune,Fast,7,2025-06-25,82,1310.08,43.6,46633.17,5
STN004,Pune,Fast,7,2025-06-26,89,1406.19,39.6,52580.59,55
STN004,Pune,Fast,7,2025-06-27,60,934.55,36.4,38274.41,34
STN004,Pune,Fast,7,2025-06-28,69,1055.74,43.8,43666.15,37
STN004,Pune,Fast,7,2025-06-29,69,947.17,39.8,41076.4,37
STN004,Pune,Fast,7,2025-06-30,86,1263.98,37.3,50787.87,25
STN005,Bengaluru,Fast,9,2025-01-01,68,918.07,35.2,39149.87,37
STN005,Bengaluru,Fast,9,2025-01-02,69,948.55,41.5,43884.76,58
STN005,Bengaluru,Fast,9,2025-01-03,76,1060.85,35.8,43766.45,27
STN005,Bengaluru,Fast,9,2025-01-04,70,1112.44,36.2,39101.67,29
STN005,Bengaluru,Fast,9,2025-01-05,81,1274.73,37.9,52047.2,14
STN005,Bengaluru,Fast,9,2025-01-06,88,1339.5,41.1,51672.69,5
STN005,Bengaluru,Fast,9,2025-01-07,64,921.71,35.3,37158.36,46
STN005,Bengaluru,Fast,9,2025-01-08,60,881.75,35.8,36365.89,30
STN005,Bengaluru,Fast,9,2025-01-09,60,934.84,39.2,35975.68,58
STN005,Bengaluru,Fast,9,2025-01-10,62,831.6,35.2,36653.68,8
STN005,Bengaluru,Fast,9,2025-01-11,59,905.86,38.4,33366.31,2
STN005,Bengaluru,Fast,9,2025-01-12,57,840.05,43.6,34268.37,9
STN005,Bengaluru,Fast,9,2025-01-13,83,1254.88,44.6,46252.91,18
STN005,Bengaluru,Fast,9,2025-01-14,86,1184.55,42.2,53684.16,13
STN005,Bengaluru,Fast,9,2025-01-15,67,967.55,40.9,38982.59,1
STN005,Bengaluru,Fast,9,2025-01-16,89,1163.44,40.2,54047.76,56
STN005,Bengaluru,Fast,9,2025-01-17,82,1148.61,36.1,48765.78,8
STN005,Bengaluru,Fast,9,2025-01-18,69,1064.0,39.7,44571.3,41
STN005,Bengaluru,Fast,9,2025-01-19,89,1262.94,38.4,52301.63,17
STN005,Bengaluru,Fast,9,2025-01-20,61,828.88,43.9,37320.49,43
STN005,Bengaluru,Fast,9,2025-01-21,55,731.99,39.0,33583.58,13
STN005,Bengaluru,Fast,9,2025-01-22,61,833.52,40.4,38220.58,54
STN005,Bengaluru,Fast,9,2025-01-23,76,995.97,38.3,44805.89,2
STN005,Bengaluru,Fast,9,2025-01-24,83,1304.28,38.9,47763.71,47
STN005,Bengaluru,Fast,9,2025-01-25,85,1197.49,40.6,49744.22,43
STN005,Bengaluru,Fast,9,2025-01-26,69,1065.96,38.2,38935.93,3
STN005,Bengaluru,Fast,9,2025-01-27,64,1022.39,40.2,39725.7,54
STN005,Bengaluru,Fast,9,2025-01-28,63,940.24,39.6,34945.97,8
STN005,Bengaluru,Fast,9,2025-01-29,87,1342.92,37.4,47894.5,49
STN005,Bengaluru,Fast,9,2025-01-30,57,831.28,36.7,36963.84,34
STN005,Bengaluru,Fast,9,2025-01-31,76,1034.99,38.1,45951.31,41
STN005,Bengaluru,Fast,9,2025-02-01,56,814.96,38.2,34754.29,46
STN005,Bengaluru,Fast,9,2025-02-02,71,1075.51,41.2,45711.85,41
STN005,Bengaluru,Fast,9,2025-02-03,73,1142.26,36.6,43304.75,15
STN005,Bengaluru,Fast,9,2025-02-04,87,1307.86,41.0,49793.44,40
STN005,Bengaluru,Fast,9,2025-02-05,76,1056.97,39.0,49153.62,34
STN005,Bengaluru,Fast,9,2025-02-06,86,1165.23,42.0,50077.93,41
STN005,Bengaluru,Fast,9,2025-02-07,87,1288.9,40.8,53430.02,2
STN005,Bengaluru,Fast,9,2025-02-08,65,884.33,36.5,36356.42,31
STN005,Bengaluru,Fast,9,2025-02-09,58,782.06,44.7,37414.73,47
STN005,Bengaluru,Fast,9,2025-02-10,74,1036.98,37.1,46779.23,18
STN005,Bengaluru,Fast,9,2025-02-11,73,1062.31,44.5,44069.36,7
STN005,Bengaluru,Fast,9,2025-02-12,86,1218.56,43.5,53425.31,39
STN005,Bengaluru,Fast,9,2025-02-13,57,750.57,37.7,36920.98,58
STN005,Bengaluru,Fast,9,2025-02-14,71,1049.59,41.2,41501.26,45
STN005,Bengaluru,Fast,9,2025-02-15,87,1268.86,36.6,52656.25,49
STN005,Bengaluru,Fast,9,2025-02-16,70,952.97,35.2,43982.81,35
STN005,Bengaluru,Fast,9,2025-02-17,60,886.44,42.3,37359.2,0
STN005,Bengaluru,Fast,9,2025-02-18,88,1242.86,40.0,51841.79,5
STN005,Bengaluru,Fast,9,2025-02-19,62,880.26,39.5,37929.69,15
STN005,Bengaluru,Fast,9,2025-02-20,71,971.59,42.5,44133.58,56
STN005,Bengaluru,Fast,9,2025-02-21,87,1300.79,36.9,54743.91,10
STN005,Bengaluru,Fast,9,2025-02-22,67,934.17,35.7,41115.88,0
STN005,Bengaluru,Fast,9,2025-02-23,69,911.67,44.7,44583.62,6
STN005,Bengaluru,Fast,9,2025-02-24,84,1092.82,44.7,50915.98,20
STN005,Bengaluru,Fast,9,2025-02-25,55,720.42,42.1,35571.3,35
STN005,Bengaluru,Fast,9,2025-02-26,55,797.53,41.6,31357.17,0
STN005,Bengaluru,Fast,9,2025-02-27,67,1068.97,38.5,38614.42,53
STN005,Bengaluru,Fast,9,2025-02-28,57,742.24,44.8,34611.07,28
STN005,Bengaluru,Fast,9,2025-03-01,79,1202.01,45.0,50083.54,30
STN005,Bengaluru,Fast,9,2025-03-02,85,1348.62,44.5,51509.18,21
STN005,Bengaluru,Fast,9,2025-03-03,70,1093.53,41.5,44367.43,20
STN005,Bengaluru,Fast,9,2025-03-04,69,1000.99,44.5,42167.63,46
STN005,Bengaluru,Fast,9,2025-03-05,58,792.14,43.6,36325.89,58
STN005,Bengaluru,Fast,9,2025-03-06,71,1022.8,36.3,40446.85,1
STN005,Bengaluru,Fast,9,2025-03-07,82,1262.52,42.2,46675.7,21
STN005,Bengaluru,Fast,9,2025-03-08,75,1132.4,38.3,42901.4,17
STN005,Bengaluru,Fast,9,2025-03-09,58,882.64,40.5,32942.18,25
STN005,Bengaluru,Fast,9,2025-03-10,80,1188.28,44.4,45631.64,0
STN005,Bengaluru,Fast,9,2025-03-11,80,1049.16,36.7,46381.69,32
STN005,Bengaluru,Fast,9,2025-03-12,58,869.7,42.9,32495.7,7
STN005,Bengaluru,Fast,9,2025-03-13,75,1011.91,41.5,47373.15,58
STN005,Bengaluru,Fast,9,2025-03-14,81,1125.6,42.1,44906.94,37
STN005,Bengaluru,Fast,9,2025-03-15,74,1144.97,40.0,47458.46,5
STN005,Bengaluru,Fast,9,2025-03-16,60,838.43,41.9,35178.88,10
STN005,Bengaluru,Fast,9,2025-03-17,78,1178.38,38.7,45357.36,13
STN005,Bengaluru,Fast,9,2025-03-18,57,765.75,39.9,34989.03,1
STN005,Bengaluru,Fast,9,2025-03-19,89,1289.92,40.3,50710.63,0
STN005,Bengaluru,Fast,9,2025-03-20,80,1215.18,44.9,48974.28,24
STN005,Bengaluru,Fast,9,2025-03-21,84,1094.56,37.6,51140.02,47
STN005,Bengaluru,Fast,9,2025-03-22,71,941.96,35.1,44280.3,46
STN005,Bengaluru,Fast,9,2025-03-23,80,1112.77,41.0,46907.85,35
STN005,Bengaluru,Fast,9,2025-03-24,68,934.91,35.8,38002.48,47
STN005,Bengaluru,Fast,9,2025-03-25,71,1031.14,42.6,42562.99,11
STN005,Bengaluru,Fast,9,2025-03-26,79,1208.71,41.7,49936.38,14
STN005,Bengaluru,Fast,9,2025-03-27,69,969.11,42.9,43103.99,28
STN005,Bengaluru,Fast,9,2025-03-28,55,744.45,38.0,35350.07,18
STN005,Bengaluru,Fast,9,2025-03-29,72,1126.17,40.6,45043.42,43
STN005,Bengaluru,Fast,9,2025-03-30,55,770.99,44.9,35045.63,42
STN005,Bengaluru,Fast,9,2025-03-31,64,982.89,35.4,41080.21,1
STN005,Bengaluru,Fast,9,2025-04-01,71,1072.94,35.0,39478.79,26
STN005,Bengaluru,Fast,9,2025-04-02,60,822.97,37.3,33673.22,23
STN005,Bengaluru,Fast,9,2025-04-03,68,1043.84,43.6,43195.61,26
STN005,Bengaluru,Fast,9,2025-04-04,67,1025.06,39.7,42736.28,59
STN005,Bengaluru,Fast,9,2025-04-05,60,947.95,35.0,33999.28,54
STN005,Bengaluru,Fast,9,2025-04-06,68,1039.07,40.9,38726.42,0
STN005,Bengaluru,Fast,9,2025-04-07,87,1303.47,43.6,52763.07,46
STN005,Bengaluru,Fast,9,2025-04-08,82,1304.5,37.8,51812.69,25
STN005,Bengaluru,Fast,9,2025-04-09,69,1049.3,43.7,40201.07,7
STN005,Bengaluru,Fast,9,2025-04-10,55,718.09,36.9,35609.07,33
STN005,Bengaluru,Fast,9,2025-04-11,68,923.95,38.9,39621.5,58
STN005,Bengaluru,Fast,9,2025-04-12,63,867.74,41.7,35370.66,42
STN005,Bengaluru,Fast,9,2025-04-13,75,1142.07,44.7,46987.28,34
STN005,Bengaluru,Fast,9,2025-04-14,81,1117.07,37.7,48711.18,48
STN005,Bengaluru,Fast,9,2025-04-15,57,828.61,36.0,35562.46,55
STN005,Bengaluru,Fast,9,2025-04-16,76,1196.73,39.3,43169.05,53
STN005,Bengaluru,Fast,9,2025-04-17,58,857.65,43.8,34400.61,14
STN005,Bengaluru,Fast,9,2025-04-18,56,787.53,42.5,34112.06,24
STN005,Bengaluru,Fast,9,2025-04-19,64,943.53,41.6,41518.76,49
STN005,Bengaluru,Fast,9,2025-04-20,77,1220.44,42.7,46333.74,34
STN005,Bengaluru,Fast,9,2025-04-21,80,1041.52,41.8,49576.23,11
STN005,Bengaluru,Fast,9,2025-04-22,59,900.1,40.9,36034.28,17
STN005,Bengaluru,Fast,9,2025-04-23,60,892.86,36.5,36950.01,4
STN005,Bengaluru,Fast,9,2025-04-24,82,1148.09,35.6,46842.83,5
STN005,Bengaluru,Fast,9,2025-04-25,87,1137.44,38.4,48400.52,41
STN005,Bengaluru,Fast,9,2025-04-26,80,1235.11,44.9,44189.19,0
STN005,Bengaluru,Fast,9,2025-04-27,55,812.55,36.8,33141.97,17
STN005,Bengaluru,Fast,9,2025-04-28,82,1080.13,39.0,46207.76,25
STN005,Bengaluru,Fast,9,2025-04-29,63,827.56,43.6,34824.72,57
STN005,Bengaluru,Fast,9,2025-04-30,82,1255.88,37.2,50860.94,53
STN005,Bengaluru,Fast,9,2025-05-01,82,1098.43,44.0,50825.36,8
STN005,Bengaluru,Fast,9,2025-05-02,88,1392.16,39.8,52692.74,19
STN005,Bengaluru,Fast,9,2025-05-03,55,786.93,36.3,35026.52,35
STN005,Bengaluru,Fast,9,2025-05-04,79,1038.94,44.7,49382.31,0
STN005,Bengaluru,Fast,9,2025-05-05,64,921.45,38.2,36874.29,58
STN005,Bengaluru,Fast,9,2025-05-06,80,1188.74,42.6,51555.32,21
STN005,Bengaluru,Fast,9,2025-05-07,74,1049.75,37.6,45192.13,10
STN005,Bengaluru,Fast,9,2025-05-08,64,837.09,39.0,37458.36,17
STN005,Bengaluru,Fast,9,2025-05-09,76,1041.51,43.4,43325.66,58
STN005,Bengaluru,Fast,9,2025-05-10,88,1403.14,45.0,50175.07,13
STN005,Bengaluru,Fast,9,2025-05-11,59,811.66,38.1,34553.64,49
STN005,Bengaluru,Fast,9,2025-05-12,67,988.61,41.3,43405.51,56
STN005,Bengaluru,Fast,9,2025-05-13,64,913.16,39.8,37067.25,17
STN005,Bengaluru,Fast,9,2025-05-14,88,1218.85,41.4,48545.84,3
STN005,Bengaluru,Fast,9,2025-05-15,75,1009.37,37.2,47069.51,49
STN005,Bengaluru,Fast,9,2025-05-16,73,1000.8,42.1,45435.08,13
STN005,Bengaluru,Fast,9,2025-05-17,79,1074.13,38.9,45372.21,12
STN005,Bengaluru,Fast,9,2025-05-18,56,793.97,40.4,31325.73,31
STN005,Bengaluru,Fast,9,2025-05-19,73,994.55,35.2,41811.24,24
STN005,Bengaluru,Fast,9,2025-05-20,81,1258.35,41.0,51966.19,27
STN005,Bengaluru,Fast,9,2025-05-21,66,998.97,44.9,38384.66,12
STN005,Bengaluru,Fast,9,2025-05-22,84,1138.83,37.0,54111.17,41
STN005,Bengaluru,Fast,9,2025-05-23,84,1331.88,36.8,53083.4,48
STN005,Bengaluru,Fast,9,2025-05-24,81,1158.38,43.9,48357.17,24
STN005,Bengaluru,Fast,9,2025-05-25,73,1057.19,36.1,41051.86,53
STN005,Bengaluru,Fast,9,2025-05-26,85,1142.86,44.4,49932.16,56
STN005,Bengaluru,Fast,9,2025-05-27,76,1174.13,39.7,48918.92,55
STN005,Bengaluru,Fast,9,2025-05-28,83,1184.93,39.5,49882.63,42
STN005,Bengaluru,Fast,9,2025-05-29,63,893.55,37.1,35511.51,42
STN005,Bengaluru,Fast,9,2025-05-30,71,1099.33,43.1,43715.73,39
STN005,Bengaluru,Fast,9,2025-05-31,84,1250.41,41.8,46288.67,41
STN005,Bengaluru,Fast,9,2025-06-01,58,783.6,36.8,32788.39,59
STN005,Bengaluru,Fast,9,2025-06-02,82,1076.01,41.9,48587.91,4
STN005,Bengaluru,Fast,9,2025-06-03,60,828.3,37.6,34397.78,13
STN005,Bengaluru,Fast,9,2025-06-04,88,1307.09,37.9,56466.48,47
STN005,Bengaluru,Fast,9,2025-06-05,79,1249.44,38.9,49745.83,28
STN005,Bengaluru,Fast,9,2025-06-06,56,883.35,36.5,32497.27,50
STN005,Bengaluru,Fast,9,2025-06-07,77,1027.37,40.4,44267.53,34
STN005,Bengaluru,Fast,9,2025-06-08,57,908.62,42.6,36863.62,38
STN005,Bengaluru,Fast,9,2025-06-09,83,1163.26,38.6,49505.26,9
STN005,Bengaluru,Fast,9,2025-06-10,67,1012.88,35.2,42199.87,28
STN005,Bengaluru,Fast,9,2025-06-11,66,1050.46,35.4,38295.44,5
STN005,Bengaluru,Fast,9,2025-06-12,55,867.58,35.8,34159.86,26
STN005,Bengaluru,Fast,9,2025-06-13,69,1023.63,36.1,42991.62,23
STN005,Bengaluru,Fast,9,2025-06-14,83,1173.92,44.2,47678.55,26
STN005,Bengaluru,Fast,9,2025-06-15,86,1299.27,39.7,47871.11,7
STN005,Bengaluru,Fast,9,2025-06-16,55,827.0,44.0,31240.41,59
STN005,Bengaluru,Fast,9,2025-06-17,71,1049.99,40.4,39940.99,26
STN005,Bengaluru,Fast,9,2025-06-18,79,1082.81,39.8,48093.71,32
STN005,Bengaluru,Fast,9,2025-06-19,73,1004.56,43.5,43198.95,1
STN005,Bengaluru,Fast,9,2025-06-20,82,1151.21,39.8,52332.82,1
STN005,Bengaluru,Fast,9,2025-06-21,76,1004.41,35.4,47100.93,31
STN005,Bengaluru,Fast,9,2025-06-22,65,850.38,38.3,36014.8,31
STN005,Bengaluru,Fast,9,2025-06-23,70,939.88,44.0,42485.75,52
STN005,Bengaluru,Fast,9,2025-06-24,65,1001.56,40.9,38459.1,25
STN005,Bengaluru,Fast,9,2025-06-25,81,1141.66,44.4,45917.72,20
STN005,Bengaluru,Fast,9,2025-06-26,60,891.32,39.9,33878.87,11
STN005,Bengaluru,Fast,9,2025-06-27,72,968.33,39.1,44891.32,1
STN005,Bengaluru,Fast,9,2025-06-28,68,1054.19,38.7,42113.23,15
STN005,Bengaluru,Fast,9,2025-06-29,61,947.15,43.5,36145.89,4
STN005,Bengaluru,Fast,9,2025-06-30,62,828.2,35.2,36706.2,43
STN006,Bengaluru,Slow,6,2025-01-01,29,333.28,61.5,11432.94,32
STN006,Bengaluru,Slow,6,2025-01-02,29,315.87,68.2,11123.46,67
STN006,Bengaluru,Slow,6,2025-01-03,17,179.78,64.9,6559.34,56
STN006,Bengaluru,Slow,6,2025-01-04,22,251.03,61.5,7845.14,50
STN006,Bengaluru,Slow,6,2025-01-05,21,192.45,69.1,8235.37,23
STN006,Bengaluru,Slow,6,2025-01-06,23,234.42,62.5,7887.96,31
STN006,Bengaluru,Slow,6,2025-01-07,19,207.92,68.6,6017.23,57
STN006,Bengaluru,Slow,6,2025-01-08,27,304.85,79.6,9442.61,66
STN006,Bengaluru,Slow,6,2025-01-09,24,231.73,78.9,7552.54,51
STN006,Bengaluru,Slow,6,2025-01-10,27,261.69,73.6,8745.21,31
STN006,Bengaluru,Slow,6,2025-01-11,22,238.62,61.7,8053.97,53
STN006,Bengaluru,Slow,6,2025-01-12,26,264.0,65.1,8459.68,33
STN006,Bengaluru,Slow,6,2025-01-13,20,187.97,76.0,6613.31,48
STN006,Bengaluru,Slow,6,2025-01-14,28,313.27,64.6,9631.1,65
STN006,Bengaluru,Slow,6,2025-01-15,29,285.12,67.7,9657.62,47
STN006,Bengaluru,Slow,6,2025-01-16,20,232.06,72.8,6715.18,64
STN006,Bengaluru,Slow,6,2025-01-17,25,247.98,71.7,8329.35,66
STN006,Bengaluru,Slow,6,2025-01-18,16,169.21,79.7,6389.39,43
STN006,Bengaluru,Slow,6,2025-01-19,19,203.26,74.4,6799.46,25
STN006,Bengaluru,Slow,6,2025-01-20,24,269.23,78.2,8585.45,57
STN006,Bengaluru,Slow,6,2025-01-21,19,171.21,70.3,6332.72,41
STN006,Bengaluru,Slow,6,2025-01-22,23,259.32,71.3,7247.01,61
STN006,Bengaluru,Slow,6,2025-01-23,22,263.35,79.1,7541.11,35
STN006,Bengaluru,Slow,6,2025-01-24,17,190.82,63.6,6216.05,28
STN006,Bengaluru,Slow,6,2025-01-25,29,336.44,72.0,10176.18,43
STN006,Bengaluru,Slow,6,2025-01-26,26,310.86,74.5,9034.79,29
STN006,Bengaluru,Slow,6,2025-01-27,17,158.94,69.1,6718.67,61
STN006,Bengaluru,Slow,6,2025-01-28,16,154.12,73.8,5980.07,47
STN006,Bengaluru,Slow,6,2025-01-29,15,161.2,66.0,4772.6,51
STN006,Bengaluru,Slow,6,2025-01-30,22,246.72,72.2,7367.52,34
STN006,Bengaluru,Slow,6,2025-01-31,15,166.45,74.3,5372.32,29
STN006,Bengaluru,Slow,6,2025-02-01,19,217.26,62.9,7504.75,66
STN006,Bengaluru,Slow,6,2025-02-02,24,265.12,66.2,8944.5,39
STN006,Bengaluru,Slow,6,2025-02-03,19,199.13,65.3,7008.09,44
STN006,Bengaluru,Slow,6,2025-02-04,19,175.33,72.7,6884.54,32
STN006,Bengaluru,Slow,6,2025-02-05,18,173.9,62.6,6172.88,21
STN006,Bengaluru,Slow,6,2025-02-06,21,248.56,72.9,7847.31,48
STN006,Bengaluru,Slow,6,2025-02-07,17,186.47,72.3,6301.96,24
STN006,Bengaluru,Slow,6,2025-02-08,26,246.27,77.1,8958.41,29
STN006,Bengaluru,Slow,6,2025-02-09,19,206.72,79.8,6470.79,53
STN006,Bengaluru,Slow,6,2025-02-10,18,186.99,61.0,5981.83,49
STN006,Bengaluru,Slow,6,2025-02-11,16,155.59,71.6,5216.2,57
STN006,Bengaluru,Slow,6,2025-02-12,23,275.91,72.3,6949.36,67
STN006,Bengaluru,Slow,6,2025-02-13,17,159.33,76.0,5725.41,29
STN006,Bengaluru,Slow,6,2025-02-14,29,305.22,63.8,8944.42,67
STN006,Bengaluru,Slow,6,2025-02-15,17,170.52,70.4,6677.85,28
STN006,Bengaluru,Slow,6,2025-02-16,21,202.49,62.8,7483.77,37
STN006,Bengaluru,Slow,6,2025-02-17,28,282.94,74.6,9805.12,45
STN006,Bengaluru,Slow,6,2025-02-18,22,233.15,70.2,8272.71,20
STN006,Bengaluru,Slow,6,2025-02-19,29,309.96,71.0,10789.83,33
STN006,Bengaluru,Slow,6,2025-02-20,28,303.6,78.5,10087.68,49
STN006,Bengaluru,Slow,6,2025-02-21,15,164.95,77.5,4920.51,25
STN006,Bengaluru,Slow,6,2025-02-22,28,330.05,64.3,11136.46,55
STN006,Bengaluru,Slow,6,2025-02-23,27,265.6,61.0,8331.95,25
STN006,Bengaluru,Slow,6,2025-02-24,24,236.42,74.7,7762.45,25
STN006,Bengaluru,Slow,6,2025-02-25,21,245.84,73.9,7752.3,24
STN006,Bengaluru,Slow,6,2025-02-26,24,249.82,66.0,7426.36,29
STN006,Bengaluru,Slow,6,2025-02-27,18,187.07,61.6,6499.04,60
STN006,Bengaluru,Slow,6,2025-02-28,28,293.75,60.6,8936.45,29
STN006,Bengaluru,Slow,6,2025-03-01,19,216.45,73.3,6490.1,46
STN006,Bengaluru,Slow,6,2025-03-02,15,157.93,69.2,5962.86,60
STN006,Bengaluru,Slow,6,2025-03-03,18,183.27,76.0,5918.39,57
STN006,Bengaluru,Slow,6,2025-03-04,15,144.77,61.5,5419.64,31
STN006,Bengaluru,Slow,6,2025-03-05,17,192.19,79.8,6508.98,51
STN006,Bengaluru,Slow,6,2025-03-06,25,281.09,79.7,9863.83,33
STN006,Bengaluru,Slow,6,2025-03-07,19,184.22,70.4,6736.97,38
STN006,Bengaluru,Slow,6,2025-03-08,17,154.11,69.9,6797.21,64
STN006,Bengaluru,Slow,6,2025-03-09,19,186.85,69.2,6039.66,52
STN006,Bengaluru,Slow,6,2025-03-10,16,166.99,62.5,5158.61,35
STN006,Bengaluru,Slow,6,2025-03-11,28,327.66,72.3,8755.62,39
STN006,Bengaluru,Slow,6,2025-03-12,23,261.11,68.9,7535.74,26
STN006,Bengaluru,Slow,6,2025-03-13,21,225.02,74.0,8151.72,36
STN006,Bengaluru,Slow,6,2025-03-14,26,236.23,62.8,7889.16,64
STN006,Bengaluru,Slow,6,2025-03-15,19,216.41,78.1,7399.35,29
STN006,Bengaluru,Slow,6,2025-03-16,18,185.64,72.1,6854.45,20
STN006,Bengaluru,Slow,6,2025-03-17,25,267.49,75.7,8956.37,57
STN006,Bengaluru,Slow,6,2025-03-18,22,221.46,72.9,8680.32,28
STN006,Bengaluru,Slow,6,2025-03-19,25,289.08,70.1,9653.18,55
STN006,Bengaluru,Slow,6,2025-03-20,19,188.38,79.0,6323.9,31
STN006,Bengaluru,Slow,6,2025-03-21,20,201.48,74.5,7970.48,30
STN006,Bengaluru,Slow,6,2025-03-22,23,235.78,64.5,8958.99,53
STN006,Bengaluru,Slow,6,2025-03-23,22,232.82,65.3,7424.83,42
STN006,Bengaluru,Slow,6,2025-03-24,24,268.68,78.6,7211.91,55
STN006,Bengaluru,Slow,6,2025-03-25,27,273.67,73.0,10091.49,68
STN006,Bengaluru,Slow,6,2025-03-26,26,286.36,70.9,8677.76,36
STN006,Bengaluru,Slow,6,2025-03-27,27,305.87,74.8,10487.24,20
STN006,Bengaluru,Slow,6,2025-03-28,29,265.26,62.7,11196.8,63
STN006,Bengaluru,Slow,6,2025-03-29,28,311.53,69.5,9783.0,50
STN006,Bengaluru,Slow,6,2025-03-30,19,184.36,67.5,5703.77,41
STN006,Bengaluru,Slow,6,2025-03-31,18,192.25,74.0,6461.6,57
STN006,Bengaluru,Slow,6,2025-04-01,19,205.82,73.0,7516.27,38
STN006,Bengaluru,Slow,6,2025-04-02,17,173.72,70.0,5768.36,59
STN006,Bengaluru,Slow,6,2025-04-03,26,246.57,64.4,9867.73,26
STN006,Bengaluru,Slow,6,2025-04-04,22,218.34,62.5,7191.91,46
STN006,Bengaluru,Slow,6,2025-04-05,20,203.77,70.1,6265.66,52
STN006,Bengaluru,Slow,6,2025-04-06,20,223.72,61.7,7532.7,35
STN006,Bengaluru,Slow,6,2025-04-07,23,256.87,64.8,7497.76,29
STN006,Bengaluru,Slow,6,2025-04-08,27,269.63,67.2,10056.54,56
STN006,Bengaluru,Slow,6,2025-04-09,16,174.19,65.4,5480.78,62
STN006,Bengaluru,Slow,6,2025-04-10,16,147.84,63.4,5502.63,35
STN006,Bengaluru,Slow,6,2025-04-11,27,269.06,68.3,9718.87,21
STN006,Bengaluru,Slow,6,2025-04-12,27,315.93,70.4,9442.72,56
STN006,Bengaluru,Slow,6,2025-04-13,19,186.45,75.7,5762.34,46
STN006,Bengaluru,Slow,6,2025-04-14,22,199.46,68.4,8073.83,28
STN006,Bengaluru,Slow,6,2025-04-15,21,207.15,78.9,8134.57,29
STN006,Bengaluru,Slow,6,2025-04-16,19,185.15,77.5,7553.71,50
STN006,Bengaluru,Slow,6,2025-04-17,29,269.9,63.7,9114.82,25
STN006,Bengaluru,Slow,6,2025-04-18,26,259.11,77.9,8292.4,43
STN006,Bengaluru,Slow,6,2025-04-19,27,268.62,76.5,10032.58,41
STN006,Bengaluru,Slow,6,2025-04-20,20,231.68,66.2,7615.73,23
STN006,Bengaluru,Slow,6,2025-04-21,16,191.7,69.6,5798.95,55
STN006,Bengaluru,Slow,6,2025-04-22,26,297.99,71.2,8589.86,38
STN006,Bengaluru,Slow,6,2025-04-23,21,212.68,62.0,6311.46,68
STN006,Bengaluru,Slow,6,2025-04-24,22,236.44,76.8,8633.51,62
STN006,Bengaluru,Slow,6,2025-04-25,21,200.85,71.1,7358.21,55
STN006,Bengaluru,Slow,6,2025-04-26,23,260.26,68.9,6919.02,50
STN006,Bengaluru,Slow,6,2025-04-27,29,333.52,68.8,11221.61,34
STN006,Bengaluru,Slow,6,2025-04-28,17,159.55,65.7,6362.16,61
STN006,Bengaluru,Slow,6,2025-04-29,23,254.57,77.0,7492.82,34
STN006,Bengaluru,Slow,6,2025-04-30,28,260.91,74.2,10926.1,20
STN006,Bengaluru,Slow,6,2025-05-01,29,312.78,65.5,9622.53,50
STN006,Bengaluru,Slow,6,2025-05-02,19,204.52,64.2,5805.41,37
STN006,Bengaluru,Slow,6,2025-05-03,16,183.36,69.1,5654.57,49
STN006,Bengaluru,Slow,6,2025-05-04,27,245.93,79.6,8447.4,46
STN006,Bengaluru,Slow,6,2025-05-05,22,252.47,79.6,7894.15,36
STN006,Bengaluru,Slow,6,2025-05-06,26,267.16,72.0,10236.24,24
STN006,Bengaluru,Slow,6,2025-05-07,24,269.76,65.8,7428.25,55
STN006,Bengaluru,Slow,6,2025-05-08,21,205.49,66.8,7919.95,38
STN006,Bengaluru,Slow,6,2025-05-09,18,171.12,79.3,7067.39,28
STN006,Bengaluru,Slow,6,2025-05-10,21,196.34,62.8,6428.68,68
STN006,Bengaluru,Slow,6,2025-05-11,17,172.59,78.7,5998.02,31
STN006,Bengaluru,Slow,6,2025-05-12,24,270.92,79.1,8210.31,42
STN006,Bengaluru,Slow,6,2025-05-13,20,230.41,69.2,6447.63,69
STN006,Bengaluru,Slow,6,2025-05-14,27,245.26,76.4,8509.37,37
STN006,Bengaluru,Slow,6,2025-05-15,20,208.28,64.7,6212.43,38
STN006,Bengaluru,Slow,6,2025-05-16,21,235.02,64.5,6833.31,66
STN006,Bengaluru,Slow,6,2025-05-17,24,263.49,61.8,8293.5,44
STN006,Bengaluru,Slow,6,2025-05-18,15,160.79,76.4,4721.44,45
STN006,Bengaluru,Slow,6,2025-05-19,18,197.81,62.9,6497.44,34
STN006,Bengaluru,Slow,6,2025-05-20,18,176.38,68.0,5943.82,38
STN006,Bengaluru,Slow,6,2025-05-21,21,208.81,75.8,6989.67,62
STN006,Bengaluru,Slow,6,2025-05-22,18,197.52,78.8,6437.26,51
STN006,Bengaluru,Slow,6,2025-05-23,17,172.45,79.1,5416.97,34
STN006,Bengaluru,Slow,6,2025-05-24,28,303.58,77.1,9925.89,65
STN006,Bengaluru,Slow,6,2025-05-25,19,220.53,73.5,7570.73,46
STN006,Bengaluru,Slow,6,2025-05-26,16,181.9,75.0,5865.26,69
STN006,Bengaluru,Slow,6,2025-05-27,29,290.1,76.1,9218.07,65
